723830	504
723870	148
723896	215
723926	401
723940	8917
724035	204
724053	53
724057	1369
724060	9060
724075	1158
724086	544
724093	1028
724105	313
724170	9411
724233	1042
724273	312
724280	9239
724288	1511
724303	1453
724336	1008
724350	9008
724365	420
724390	9040
724398	688
724453	879
724460	8988
724464	454
724468	854
724475	787
724509	218
724516	158
724556	696
724585	711
724640	8961
724655	648
724666	916
724673	8544
724677	90
724725	250
724754	110
724765	605
724769	190
724776	459
724839	682
724846	49
724860	8926
724927	648
724930	667
724945	651
725025	1301
725029	472
725036	315
725054	501
725058	455
725065	8777
725069	1371
725087	1491
725090	9144
725098	1396
725113	1082
725117	441
725124	196
725146	2199
725175	133
725205	1929
725216	1647
725245	1857
725267	361
725300	9128
725315	1105
725326	367
725340	7590
725366	585
725373	218
725384	412
725395	501
725407	2115
725450	1348
725461	1000
725465	4709
725472	921
725490	284
725513	176
725520	8948
725524	405
725560	9016
725564	233
725645	257
725670	8934
725700	1076
725715	255
725744	10947
725780	9010
725810	111
725825	152
725847	222
725869	86
725920	7263
725946	706
725957	7228
725975	8924
726073	585
726077	327
726080	12
726088	1634
726114	2161
722016	357
722030	8958
722034	567
722038	51
722049	786
722056	8858
722070	8973
722085	574
722104	6283
722108	690
722115	568
722137	787
722140	8991
722180	8994
722195	912
722225	297
722276	689
722287	7590
722317	8861
722320	234
722357	334
722405	749
722416	700
722430	8994
722445	8876
722470	867
722489	759
722500	8907
722515	363
722533	574
722540	9023
722555	166
722577	299
722595	133
722599	894
722610	8133
722618	245
722636	144
722650	8865
722676	53
722683	5
722687	37
722720	44
722735	139
722764	791
722885	3254
722900	8868
722904	371
722926	313
722977	365
723013	8939
723035	901
723046	563
723060	9073
723068	144
723075	486
723079	638
723086	61
723097	114
723105	536
723109	663
723116	327
723145	933
723170	9011
723200	981
723240	9104
723307	283
723347	383
723406	386
723417	316
723424	919
723435	830
723439	820
723446	415
723527	8715
723530	9029
723545	727
723556	812
723600	8868
723604	8819
723677	183
723710	346
723747	914
723754	431
723783	739
723820	280
723860	8814
723927	399
723930	1
724010	9027
724014	34
724036	253
724050	9107
724090	164
724094	1306
724106	301
724113	353
724120	9099
724175	1568
724230	9075
724238	239
724296	1283
724340	9113
724373	1355
724380	9092
724384	1132
724388	1460
724450	9027
724454	343
724458	910
724490	870
724502	595
724506	788
724517	310
724520	335
724560	8962
724586	833
724645	224
724674	1125
724689	640
724700	680
724755	1942
724773	2
724795	1653
724836	357
724917	714
724920	600
724935	661
724957	1098
725015	1171
725033	8775
725040	9062
725059	1485
725066	1356
725073	405
725080	9150
725084	1211
725088	1443
725095	8941
725103	1064
725107	1308
725114	1055
725118	177
725125	2397
725150	9217
725165	518
725187	1652
725190	9586
725194	1586
725217	1220
725224	1478
725235	88
725246	9035
725260	9449
725305	1347
725316	202
725327	1289
725330	9255
725349	1013
725370	9207
725374	1520
725378	7159
725396	1770
725404	1351
725440	9054
725455	1037
725462	1008
725473	305
725477	208
725480	9114
725499	949
725510	9074
725525	660
725565	212
725620	9026
725624	463
725628	212
725635	747
725660	8943
725686	928
725705	598
725745	5171
725785	944
725826	282
725866	766
725895	1133
725910	8931
725958	986
725976	314
726115	1367
